"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consentQ","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_3HtrhSYCaB7xymv","Charlie",6,7,5,6,88,2022-01-31 06:52:47,2022-01-31 07:02:47,100,600,TRUE,2022-01-31 07:02:47,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,6,7,7,6,94,7,6,6,7,89,6,7,5,6,88,7,5,7,6,91,7,5,6,7,93,6,7,5,6,86,"None of the above","Soccer","Non-Diagnostic",6,88,0.838320098642053
"R_3HtrhSYCaB7xymv","Francis",7,5,7,6,91,2022-01-31 06:52:47,2022-01-31 07:02:47,100,600,TRUE,2022-01-31 07:02:47,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,6,7,7,6,94,7,6,6,7,89,6,7,5,6,88,7,5,7,6,91,7,5,6,7,93,6,7,5,6,86,"None of the above","Soccer","Diagnostic",6.25,91,0.974717726703906
"R_3HtrhSYCaB7xymv","Alex",7,5,6,7,93,2022-01-31 06:52:47,2022-01-31 07:02:47,100,600,TRUE,2022-01-31 07:02:47,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,6,7,7,6,94,7,6,6,7,89,6,7,5,6,88,7,5,7,6,91,7,5,6,7,93,6,7,5,6,86,"None of the above","Soccer","Diagnostic",6.25,93,1.01357451710153
"R_3HtrhSYCaB7xymv","Robin",6,7,5,6,86,2022-01-31 06:52:47,2022-01-31 07:02:47,100,600,TRUE,2022-01-31 07:02:47,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,6,7,7,6,94,7,6,6,7,89,6,7,5,6,88,7,5,7,6,91,7,5,6,7,93,6,7,5,6,86,"None of the above","Soccer","Diagnostic",6,86,0.799463308244428
"R_PTGg7bGYJtrCgp3","Sam",6,4,5,4,71,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Diagnostic",4.75,71,0.117475167935163
"R_PTGg7bGYJtrCgp3","Jackie",5,6,6,6,72,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Non-Diagnostic",5.75,72,0.449353332995637
"R_PTGg7bGYJtrCgp3","Charlie",6,5,6,6,73,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Non-Diagnostic",5.75,73,0.468781728194449
"R_PTGg7bGYJtrCgp3","Francis",6,5,6,6,80,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Diagnostic",5.75,80,0.604780494586137
"R_PTGg7bGYJtrCgp3","Alex",6,5,4,5,73,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Diagnostic",5,73,0.234444400798203
"R_PTGg7bGYJtrCgp3","Robin",6,5,6,6,73,2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball","Diagnostic",5.75,73,0.468781728194449
"R_2SovpioydYuwThK","Sam",7,7,1,3,51,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Diagnostic",4.5,51,-0.349205178506504
"R_2SovpioydYuwThK","Jackie",6,1,6,1,53,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Non-Diagnostic",3.5,53,-0.62279815797054
"R_2SovpioydYuwThK","Charlie",7,2,1,7,53,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Non-Diagnostic",4.25,53,-0.388460830574294
"R_2SovpioydYuwThK","Francis",2,5,3,1,48,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Diagnostic",2.75,48,-0.954277461360849
"R_2SovpioydYuwThK","Alex",7,7,3,7,60,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Diagnostic",6,60,0.294325033075301
"R_2SovpioydYuwThK","Robin",3,7,2,5,53,2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer","Diagnostic",4.25,53,-0.388460830574294
"R_Q6y1ESSGJAL6fQt","Sam",5,5,1,7,70,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Diagnostic",4.5,70,0.0199343302709347
"R_Q6y1ESSGJAL6fQt","Jackie",6,5,6,7,85,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Non-Diagnostic",6,85,0.780034913045615
"R_Q6y1ESSGJAL6fQt","Charlie",2,7,7,7,70,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Non-Diagnostic",5.75,70,0.410496542598012
"R_Q6y1ESSGJAL6fQt","Francis",1,7,2,3,95,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Diagnostic",3.25,95,0.115081997914172
"R_Q6y1ESSGJAL6fQt","Alex",7,3,3,1,79,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Diagnostic",3.5,79,-0.117659882801414
"R_Q6y1ESSGJAL6fQt","Robin",2,1,3,7,64,2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer","Diagnostic",3.25,64,-0.487198253249017
"R_2q7Bi8lOwVqRRyO","Sam",1,1,1,1,0,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Diagnostic",1,0,-2.43362752816176
"R_2q7Bi8lOwVqRRyO","Jackie",6,7,6,6,84,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Non-Diagnostic",6.25,84,0.838718960312218
"R_2q7Bi8lOwVqRRyO","Charlie",6,5,5,5,89,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Non-Diagnostic",5.25,89,0.623411166444619
"R_2q7Bi8lOwVqRRyO","Francis",2,1,1,1,11,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Diagnostic",1.25,11,-2.14180273850941
"R_2q7Bi8lOwVqRRyO","Alex",2,1,2,2,7,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Diagnostic",1.75,7,-2.06329143437383
"R_2q7Bi8lOwVqRRyO","Robin",2,1,2,2,7,2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer","Diagnostic",1.75,7,-2.06329143437383
"R_3O3zE1mqPBZ211W","Sam",1,2,1,2,17,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Diagnostic",1.5,17,-1.94711992485112
"R_3O3zE1mqPBZ211W","Jackie",7,6,7,6,92,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Non-Diagnostic",6.5,92,1.07225856436813
"R_3O3zE1mqPBZ211W","Charlie",7,6,7,6,92,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Non-Diagnostic",6.5,92,1.07225856436813
"R_3O3zE1mqPBZ211W","Francis",1,2,1,2,18,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Diagnostic",1.5,18,-1.9276915296523
"R_3O3zE1mqPBZ211W","Alex",2,1,2,1,12,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Diagnostic",1.5,12,-2.04426190084518
"R_3O3zE1mqPBZ211W","Robin",1,2,1,2,20,2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming","Diagnostic",1.5,20,-1.88883473925468
"R_eV6lVfEEPvC29xv","Sam",5,7,6,3,82,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Diagnostic",5.25,82,0.487412400052932
"R_eV6lVfEEPvC29xv","Jackie",4,7,6,7,73,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Non-Diagnostic",6,73,0.546894170659865
"R_eV6lVfEEPvC29xv","Charlie",4,7,6,7,79,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Non-Diagnostic",6,79,0.66346454185274
"R_eV6lVfEEPvC29xv","Francis",4,7,6,6,74,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Diagnostic",5.75,74,0.488210123393262
"R_eV6lVfEEPvC29xv","Alex",4,6,7,6,81,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Diagnostic",5.75,81,0.62420888978495
"R_eV6lVfEEPvC29xv","Robin",4,7,6,6,80,2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming","Diagnostic",5.75,80,0.604780494586137
"R_3QWwA8yxuUi6NQV","Sam",4,7,6,7,85,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Diagnostic",6,85,0.780034913045615
"R_3QWwA8yxuUi6NQV","Jackie",5,7,6,7,89,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Non-Diagnostic",6.25,89,0.935860936306281
"R_3QWwA8yxuUi6NQV","Charlie",5,7,3,5,92,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Non-Diagnostic",5,92,0.603583909575642
"R_3QWwA8yxuUi6NQV","Francis",4,6,7,5,84,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Diagnostic",5.5,84,0.604381632915972
"R_3QWwA8yxuUi6NQV","Alex",5,7,6,7,68,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Diagnostic",6.25,68,0.527864637131217
"R_3QWwA8yxuUi6NQV","Robin",5,7,6,7,84,2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer","Diagnostic",6.25,84,0.838718960312218
"R_XoDXyHIyqpr4k0N","Sam",7,6,7,6,88,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Diagnostic",6.5,88,0.994544983572884
"R_XoDXyHIyqpr4k0N","Jackie",7,5,7,6,92,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Non-Diagnostic",6.25,92,0.994146121902719
"R_XoDXyHIyqpr4k0N","Charlie",7,5,7,5,80,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Non-Diagnostic",6,80,0.682892937051552
"R_XoDXyHIyqpr4k0N","Francis",7,6,7,6,72,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Diagnostic",6.5,72,0.683690660391883
"R_XoDXyHIyqpr4k0N","Alex",7,6,6,7,91,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Diagnostic",6.5,91,1.05283016916932
"R_XoDXyHIyqpr4k0N","Robin",7,5,7,6,73,2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming","Diagnostic",6.25,73,0.62500661312528
"R_2q1sPdLQaP0VTvi","Sam",3,3,3,3,55,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Diagnostic",3,55,-0.740166252503746
"R_2q1sPdLQaP0VTvi","Jackie",5,5,4,5,68,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Non-Diagnostic",4.75,68,0.059189982338725
"R_2q1sPdLQaP0VTvi","Charlie",6,5,5,6,68,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Non-Diagnostic",5.5,68,0.293527309734971
"R_2q1sPdLQaP0VTvi","Francis",4,4,4,5,62,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Diagnostic",4.25,62,-0.213605273784981
"R_2q1sPdLQaP0VTvi","Alex",4,3,4,4,55,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Diagnostic",3.75,55,-0.5058289251075
"R_2q1sPdLQaP0VTvi","Robin",6,5,5,4,73,2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer","Diagnostic",5,73,0.234444400798203
"R_25Y31twJSM9kSFy","Sam",6,5,7,6,55,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Diagnostic",6,55,0.197183057081239
"R_25Y31twJSM9kSFy","Jackie",6,4,6,5,40,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Non-Diagnostic",5.25,40,-0.328580198297196
"R_25Y31twJSM9kSFy","Charlie",6,5,7,6,68,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Non-Diagnostic",6,68,0.449752194665802
"R_25Y31twJSM9kSFy","Francis",6,5,7,6,58,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Diagnostic",6,58,0.255468242677676
"R_25Y31twJSM9kSFy","Alex",6,7,5,6,92,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Diagnostic",6,92,0.916033679437303
"R_25Y31twJSM9kSFy","Robin",6,7,5,6,89,2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming","Diagnostic",6,89,0.857748493840865
"R_SH0kfy0TtNR9MoV","Sam",6,7,6,7,95,2022-01-31 07:01:56,2022-01-31 07:06:03,100,247,TRUE,2022-01-31 07:06:05,NA,NA,NA,NA,"anonymous","EN","Yes",33,"Female",NA,6,7,6,7,95,6,6,6,6,83,6,6,6,6,78,3,3,3,3,42,4,4,4,4,58,3,2,3,3,41,"None of the above","Soccer","Diagnostic",6.5,95,1.13054374996457
